,station_id,station_name,station_latitude,station_longitude,num_trips
400,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,49
401,3182,Yankee Ferry Terminal,40.686931,-74.016966,17
402,3221,47 Ave & 31 St,40.743,-73.93561,34
403,3223,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727,326
404,3226,W 82 St & Central Park West,40.78275,-73.97137,139
405,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,93
406,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,115
407,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,400
408,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,379
409,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,250
410,3240,NYCBS Depot BAL - DYR,40.759030082196055,-73.99385869503021,2
411,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,40
412,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,87
413,3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,130
414,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,294
415,3245,NYCBS DEPOT - DELANCEY,40.71644423134478,-73.9823305606842,5
416,3249,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,40
417,3254,Soissons Landing,40.69231660719192,-74.01486575603485,24
418,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,243
419,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,367
420,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,285
421,3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,416
422,3282,5 Ave & E 88 St,40.78307,-73.95939,232
423,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,107
424,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,71
425,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,121
426,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,93
427,3289,W 90 St & Amsterdam Ave,40.79017948095082,-73.97288918495178,85
428,3292,5 Ave & E 93 St,40.7857851,-73.957481,93
